,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,price,Battery Cell,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDD Capacity,System Architecture,RJ45,Hardware Interface,Sound Chip,Refresh Rate,Ethernet,Pointer Device,EMMC Storage Capacity,Multi Card Slot,Security Chip,Chipset,Memory Slots,RPM,RAM Frequency,Lock Port,TGP,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Other Accessories,Dock Port,Firewire Port,Read/Write Speed,Antivirus,International Warranty,Wireless WAN,Recovery Options,Brightness,Stylus Included,Inbuilt 4G LTE
10,"Laptop, Power Adaptor, User Guide, Warranty Documents",GA401QE-K2166TS,90NR05R6-M03400,GA401QE-K2166TS,ROG Zephyrus G14 with 76WHr Battery,Eclipse Gray AniMe Matrix Version,Gaming Laptop,Gaming,,180W AC Adapter,Yes,AMD,Ryzen 9 Octa Core,,Yes,1 TB,16 GB,DDR4,5900HS,3.0GHz Upto 4.6GHz,,20 MB,NVIDIA GeForce RTX 3050,8,,Windows 10 Home,Windows 10 Home,Yes,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 2.1 TMDS,No,35.56 cm (14 Inch),2560 x 1440 Pixel,"WQHD, 16:9, 120Hz, 170/170, IPS-level, 300, 1000:1, 100%, Anti-glare display, Adaptive-Sync, Pantone Validated",Built-in Dual Speakers,Built-in array microphone,,Wi-Fi 6(802.11ax) (Dual band) 2 x 2,v5.2,324 x 222 x 19.9 ~ 19.9,1.70 Kg,Not Available,,,Backlit Chiclet Keyboard Single Light,Yes,,76WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,99990,4 Cell,GDDR6,4 GB,,,,,,120 Hz,,,,,,NA,,,,,75 W,,,,,,,,,,,,,,,,,
11,"Laptop, Power Adaptor, User Guide, Warranty Documents",XL23,71008300904,Inbook,X2 Slim Intel,Red,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Upto 11 Hours,65W AC Adapter,No,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,LPDDR4X,1115G4,,,,Intel Integrated UHD,4,64 bit,Windows 11 Home,Windows 11,Yes,"2 x USB 3.0, 2 x C Type",1 x HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD IPS Display, Peak Brightness: 300nits, 100% sRGB, NTSC 72%",DTS Audio Processing,2 x D- Mic,,Yes,v5.1,323.3 x 211.1 x 14.8 mm,1.24 kg,Not Available,HD Webcam,No,Backlit Keyboard,Yes,NA,,1 year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,30990,,,,,64 bit,No,PCIe NVMe 3.0,Intel SST,60 Hz,Not Applicable,,,Yes,,Intel Core i3,1,,,,,No,No,No,No,No,No,,,,,,,,,,,
12,"MacBook Pro, 96W USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MPHF3HN/A,MPHF3HN/A,MPHF3HN/A,2023 MacBook Pro,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,67W USB-C Power Adapter,No,Apple,M2 Pro,,Yes,1 TB,16 GB,Unified Memory,Apple M2 Pro,,,,NA,12,,macOS Ventura,,,"3 x Thunderbolt 4 (USB-C) ports with support for Charging, DisplayPort, Thunderbolt 4 (up to 40 Gbps), USB 4 (up to 40 Gbps)",,No,35.56 cm (14 Inch),3024 x 1964 Pixel,"Liquid Retina XDR display, 10,00,000:1 contrast ratio, XDR brightness: 1,000 nits sustained full screen, 1,600 nits peak2 (HDR content only),SDR brightness: 500 nits",Stereo speakers,Studio?quality three-mic array with high signal-to-noise ratio and directional beamforming,"High-fidelity six-speaker sound system with force-cancelling woofers, Wide stereo sound, Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers",Wi-Fi 6E (802.11ax),v5.3,312.6 x 221.2 x 15.5 mm,1.60 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,Yes,,70-watt-hour lithium-polymer battery,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,229990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"MacBook Pro, 96W USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MPHK3HN/A,MPHK3HN/A,MPHK3HN/A,2023 MacBook Pro,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,96W USB-C Power Adapter,No,Apple,M2 Max,,Yes,1 TB,32 GB,Unified Memory,Apple M2 Max,,,,NA,12,,macOS Ventura,,,"3 x Thunderbolt 4 (USB-C) ports with support for Charging, DisplayPort, Thunderbolt 4 (up to 40 Gbps), USB 4 (up to 40 Gbps)",,No,35.56 cm (14 Inch),3024 x 1964 Pixel,"Liquid Retina XDR display, 10,00,000:1 contrast ratio, XDR brightness: 1,000 nits sustained full screen, 1,600 nits peak2 (HDR content only),SDR brightness: 500 nits",Stereo speakers,Studio?quality three-mic array with high signal-to-noise ratio and directional beamforming,"High-fidelity six-speaker sound system with force-cancelling woofers, Wide stereo sound, Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers",Wi-Fi 6E (802.11ax),v5.3,312.6 x 221.2 x 15.5 mm,1.63 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,Yes,,70-watt-hour lithium-polymer battery,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,285490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ521WS,90NB1021-M00FZ0,X1504ZA-NJ521WS,Vivobook 15,Quiet Blue,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,1.3 GHz with Turbo Boost Upto 4.4 GHz,,,Intel Integrated Iris Xe,,,Windows 11 Home,,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LCD LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Yes,,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.3,359.7 x 232.5 x 17.9 mm,1.70 Kg,Not Available,720p HD camera With privacy shutter,No,Backlit Chiclet Keyboard,Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,52109,3 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Laptop, Power Adaptor, User Guide, Warranty Documents",15ACH6H,82JU018YIN,15ACH6H,Legion 5 AMD,"Stingray (Top), Dove Grey (Bottom)",Gaming Laptop,Gaming,Upto 9.2 Hrs,,Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR4,5800H,3.2 GHz with Turbo Boost Upto 4.4 GHz,,,NVIDIA GeForce RTX 3060,8,64 bit,Windows 11 Home,,Yes,,1 x HDMI 2.1,No,100.63 cm (39.62 cm),2560 x 1440 Pixel,"WQHD IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC dimmer",,,Nahimic Audio,"Wi-Fi 6 11ax, 2x2",v 5.1,362.56 x 260.61 x 25.75 mm,2.4 Kg,Not Available,HD 720p with E-camera Shutter,No,"Blue Backlit, English",,,,1 Years Carry in Warranty,Carry in,Manufacturing defects,Physical Damage,,104990,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Laptop, Power Adaptor, User Guide, Warranty Documents",AN16-41,NH.QLLSI.001,AN16-41,Gaming,Obsidian Black,Gaming Laptop,Gaming,,,No,AMD,Ryzen 7 Octa Core,12th Gen,Yes,512 GB,16 GB,DDR5,7840HS,3.80 GHz up to 5.1 GHz,,,NVIDIA GeForce RTX 4060,,,Windows 11 Home,,,"1 x USB 3.2 Gen 2 port, 1 x USB 2.0 port, 1 x USB 4 port, 1 x USB 3.2 Gen 2 port with power-off charging, 1 x USB 3.2 Gen 2 Type-C port with DC-in",1 x HDMI Port,No,40.64 cm (16 Inch),1920 x 1200 Pixel,"WUXGA with IPS (In-Plane Switching) technology, high-brightness (400 nits) Acer ComfyView LED-backlit TFT LCD, supporting 165 Hz, Grey to Grey 3 ms by Overdrive, Nvidia Advanced Optimus capable.",Yes,Yes,,Wi-Fi 6E Wireless LAN,v5.1,360.1 x 279.9 x 25.9/27.9 mm,2.7 Kg,Not Available,UFC with Narrow USB HD camera with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction with Dual Mic,,"103-/104-/107-key FineTip Per Key RGB-backlit keyboard with independent standard numeric keypad, international language support",Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,129990,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G,UN.QMESI.004,A715-76G,Aspire 7 (2023),Charcoal Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,,,NVIDIA GeForce GTX 1650,,,Windows 11 Home,,,"1 x USB 3.2 port with power-off charging, 2 x USB 3.2 port, 1 x USB Type-C port /Thunderbolt 4 port",1 x HDMI Port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,,,Wi-Fi M.2 (NGFF) 2230 PCI-E Interface,v5.1,362.3 x 237.4 x 19.9 mm,2.1 Kg,Not Available,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,52990,3 Cell,DDR4,4 GB,,,,,,60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents,ZL12,71008301041,ZL12,ZERO BOOK ULTRA Series Laptop Intel,Grey With Meteorite Phase Design,Business Laptop,Processing & Multitasking,Upto 10 Hours,,Yes,Intel,Core i9,12th Gen,Yes,1 TB,32 GB,LPDDR5,12900H,3.6 GHz upto max turbo frequency at 5.0 Ghz,,,Intel Integrated Iris Xe,14,,Windows 11 Home,Windows 11 Home,,"2 x USB 3.0, 2 x USB-C type",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD IPS Display (400nits peak brightness, 100% sRGB, NTSC 72%)",Built-in Speakers,Yes,,Wi-Fi 6E R2(tri-band),v5.2,,1.80 Kg,Not Available,Mi-Pi AI-enhanced FHD BeautyCam,Yes,Full-size Backlit Chiclet Keyboard,Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,80990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Laptop, User manual, Adapter",15-fe0027TU,8C527PA#ACJ,15-fe0027TU,Envy x360 (2023) Intel,Nightfall Black,Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR5,1335U,Max Turbo Frequency up to 4.6 GHz,,,Intel Integrated Iris Xe,,,Windows 11 Home,,,"2 x Thunderbolt 4 with USB Type-C 40Gbps signaling rate, 1 x USB Type-A 10Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-A 10Gbps signaling rate",1 x HDMI 2.1,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Brightness: 250 nits, Color Gamut: 45% NTSC",Yes,Yes,,Intel Wi-Fi 6E AX211 (2x2),v5.3,357 x 236 x 18.4 mm,2.14 Kg,Not Available,HP Wide Vision 5MP IR camera,,"Full-size, backlit, nightfall black opaque keyboard",Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,88490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Laptop, Power Adaptor, User Guide, Warranty Documents",AN515-47,UN.QL3SI.004,AN515-47,Nitro 5 (2023),Obsidian Black,Gaming Laptop,Gaming,,3-pin 180 W AC adapter,No,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR5,7535HS,3.3GHz Upto 4.55GHz,Upto 32 GB,,NVIDIA GeForce RTX 3050,,64 bit,Windows 11 Home,Windows 11 Home,,"1 x USB 3.2 Gen 1 Port, 1 x USB 3.2 Gen 2 Port with power-off charging, 1 x USB 3.2 Gen 2 Port, 1 x USB Type-C Port",1 x HDMI Port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,,,,Wi-Fi 6E Wireless LAN,v5.2,360.4 x 271.09 x 25.9/26.9,2.5 Kg,Not Available,Narrow USB HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,No,"103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad, international language support",Yes,,57.5 Wh Li-ion battery,One-year International Travelers Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,76990,4 Cell,GDDR6,4 GB,,64 bit,,,,,,"Multi-gesture touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; application commands",,,,,2,,,,,,,,,,,,,,,,,,,,,
21,"Laptop, User manual, Adapter",15-fh0016AU,8C4S2PA#ACJ,15-fh0016AU,Envy x360 (2023) Intel,Nightfall Black,Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,LPDDR5,7530U,2.0 GHz with Turbo Boost Upto 4.5 GHz,,,AMD Radeon AMD,,,Windows 11 Home,,,"2 x Thunderbolt 4 with USB Type-C 40Gbps signaling rate, 1 x USB Type-A 10Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-A 10Gbps signaling rate",1 x HDMI 2.1,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, multitouch-enabled, UWVA, edge-to-edge glass, micro-edge, Low Blue Light, SDR Brightness: 400 nits, HDR Brightness: 500 nits Color Gamut: 100% DCI-P3",Yes,Yes,,Realtek Wi-Fi 6E (2x2),v5.3,357 x 236 x 18.4 mm,2.14 Kg,Not Available,HP Wide Vision 5MP IR camera,,"Full-size, backlit, nightfall black opaque keyboard",Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,86490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Laptop, Power Adapter, User Guide, Warranty Documents",14IGL05,81WH007KIN|81WH007YIN,14IGL05,IdeaPad 3 Intel,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Upto 14 Hrs,,Yes,Intel,Celeron Dual Core,4th Gen,Yes,256 GB,4 GB,DDR4,N4020,Max Frequency Up to 2.8 GHz,,4 MB,Intel Integrated UHD,,64 bit,Windows 11 Home,"Windows 10 Home 64, English",Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 1",1 x HDMI 1.4b,No,35.56 cm (14 inch),1366 x 768 Pixel,HD TN 220nits Anti-glare,Built-in Dual Speakers,Built-in dual array digital microphones,2 x 1.5W Stereo Speakers with Dolby Audio,"11ac, 2x2",v5.0,327.1 x 241 x 19.9 mm,1.5 kg,Not Available,720p with Privacy Shutter,No,"Non-backlit, English",No,,,1 Year Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,26250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Laptop, Power Adaptor, User Guide, Warranty Documents",UX5304VA-NQ762WS,90NB0Z92-M00AJ0,UX5304VA-NQ762WS,"Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO",Basalt Grey,Thin and Light Laptop,Processing & Multitasking,,65W AC Adapter,Yes,Intel,Core i7,13th Gen,Yes,1 TB,16 GB,LPDDR5,1335U,Upto 5.00GHz,,12 MB,Intel Integrated Integrated,10,,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type-A, 2 x Thunderbolt 4 supports display / power delivery",1 x HDMI 2.1 TMDS,No,33.78 cm (13.3 Inch),2880 x 1800 Pixel,"OLED, 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, Gamut Mapping: Yes,	1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display	70% less harmful blue light, SGS Eye Care Display",Built-in Speakers,Built-in Array Digital Microphones,,Wi-Fi 6E(802.11ax) (Dual band) 2 x 2,v5.0,296.2 x 216.3 x 10.9 ~ 11.8,1.00 kg,Not Available,FHD camera with IR function to support Windows Hello,,Backlit Chiclet Keyboard,Yes,,63 WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,149990,4 Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Laptop, battery, power adapter, user guide",GF63 Thin 11UCX-1491IN,9S7-16R612-1491,GF63 Thin 11UCX-1491IN,,Black,Gaming Laptop,Gaming,,,No,Intel,Core i7,11th Gen,Yes,512 GB,16 GB,DDR4,11800H,Max Turbo Frequency up to 4.6GHz,,,NVIDIA GeForce RTX 2050,,,Windows 11 Home,,,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",1x HDMI (4K @ 30Hz),No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD , 144Hz 45%NTSC IPS-Level",Yes,Yes,,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),,Single Backlit Keyboard (Red),,,,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",,68990,,GDDR6,4 GB,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Laptop, Adaptor",Inspiron 3520 / D560871WIN9B,D56871WIN9B,INSPIRON 3520,core i5,Black,Laptop,"Processing & Multitasking, Everyday Use, Travel & Business",Upto 7 hours,,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,,,,12,Intel Integrated INTEL,10,64 bit,Windows 11 Pro,window 11,,"2 x USB 3.0, 1 x USB 2.0",1 x HDMI v1.4 Port,No,39.62 cm (15.6 inch),1920x 1080 pixel,WVA LED Backlit Narrow Border Display,Inbuilt,yes,,,v5.2,,1.65 kg,Not Available,yes,No,standed keyboard,,MS OFFICE,"250 nits Brightness, WVA LED Backlit Narrow Border Display",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,59999,3,DDR4,,,,,,,120 Hz,NO,,,,,,2,,3200 MHz,,,,,,,,Yes,Adaptor,,,,,,,,,,
26,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXW3HN/A,MLXW3HN/A,MacBook Air,2022 MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,Upto 18 Hours,30 W USB-C Power Adapter,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,,,NA,8,,Mac OS Monterey,,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,106990,,,,,,,,,,,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Laptop, Battery, Adapter, Cables and User Manuals, ROG Flow Sleeve (2022), Stylus Pen",GV301RE-LJ199WS,90NR0A21-M00AY0,GV301RE-LJ199WS,ROG Flow X13,Off Black,2 in 1 Gaming Laptop,Gaming,,100W TYPE-C AC Adapter,Yes,AMD,Ryzen 7 Octa Core,,Yes,1 TB,32 GB,LPDDR5,6800HS,3.2 GHz upto max turbo frequency at 4.7 Ghz,,20,NVIDIA GeForce RTX 3050 Ti,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery",1 x HDMI 2.0b,Yes,34.04 cm (13.4 Inch),1920 x 1200 Pixel,"FHD+ LED-Backlit LCD, 120Hz Refresh Rate, Touch Screen, IPS-level, Brightness 500nits, Contrast 1000:1, NTSC 72%, SRGB 100%, Adobe 75%, Glossy display",Built-in Speakers,Built-in Microphone,Dolby Atmos Hi-Res certification,Wi-Fi 6E(802.11ax) (Dual band) 2x2,v5.2,299 x 222 x 16.9 mm,1.30 kg,Not Available,720P HD camera,Yes,Backlit Chiclet Keyboard Single Light,Yes,,62WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,119990,4 Cell,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,"ROG Flow Sleeve (2022), Stylus Pen",,,,,,,,,,
28,"MacBook Pro, 67W USB-C Power Adapter, USB-C Charge Cable (2 m)",MNEQ3HN/A,MNEQ3HN/A,MacBook Pro,2022 MacBook Pro,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 20 Hours,67W USB-C Power Adapter,No,Apple,M2,,Yes,512 GB,8 GB,Unified Memory,Apple M2 Chip,,,,NA,8,,Mac OS Monterey,,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,No,33.78 cm (13.3 Inch),2560 x 1600 Pixel,"Retina display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with High Signal-to-noise Ratio and Directional Beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 212.4 x 15.6,1.38 Kg,Not Available,720p FaceTime HD camera,,Backlit Magic Keyboard,Yes,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",58.2 Watt-Hour Lithium-Polymer Battery,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,137990,,,,,,,,,,,Force Touch Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Laptop, battery, power adapter, user guide",FX577ZE-HN072WS,90NR09M2-M004M0,FX577ZE-HN072WS,TUF Gaming F15 with 90WHr Battery Intel H-Series,Jaeger Gray,Gaming Laptop,Gaming,,200W AC Adapter,Yes,Intel,Core i7,12th Gen,Yes,1 TB,16 GB,DDR5,12700H,2.3 GHz with Max Turbo Boost Frequency Up to 4.70 GHz,,,NVIDIA GeForce RTX 3050 Ti,,,Windows 11 Home,,,"1 x Thunderbolt 4 support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, Refresh Rate 144Hz, Viewing Angle 170, Panel Tech Value IPS-level, Brightness 250nits, Contrast 1000:1, NTSC 45%, SRGB 62.50%, Adobe 47.34%, Anti-glare display",Yes,Yes,,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.2,,2.20 Kg,Not Available,720P HD camera,,Backlit Chiclet Keyboard 1-Zone RGB,Yes,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,96990,4 Cell,GDDR6,4 GB,,,,,,144 Hz,,,,,,,,,,,95 W,,,,,,,,,,,,,,,,,
30,"Laptop, Battery, Adapter, Cables, User Manuals",New Inspiron 15 3000,D560784WIN9S,Inspiron 3511,Inspiron,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,,Yes,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Upto 4.20 GHz",16 GB,8 MB,Intel Integrated Integrated,4,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen1, 1 x USB 2.0",1 x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, WVA AG Narrow Border",Yes,Yes,Waves Maxx Audio Pro,802.11ac 1x1 WiFi,Yes,358 x 235 x 18.9 mm,1.8 Kg,Not Available,HD,No,Backlit Keyboard,Yes,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,52790,"3-Cell Battery, 41WHr",,,,64 bit,No,M.2 SATA,,,Available,,,NA,,,2,,3200 MHz,Kensington Lock Port,,,No,No,,,No,,No,No,NA,McAfee,,,,,,
31,"1N Laptop, 1N Charger, 1N User Manual",4G,PB4G11064#2767C,Primebook 4G,4G Android Based,Blue,Thin and Light Laptop,"Processing & Multitasking, Learning",Upto 8 hours,,No,MediaTek,MediaTek MT8788,,No,,4 GB,LPDDR4,MT8788,Max Frequency Up to 2.0 GHz,,,MediaTek Integrated ARM Mali G72,,,Prime OS,Based on Android 11,Yes,"1 x USB 2.0, 1 x USB 3.0",,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,HD IPS,Built-in Speakers,,,Wifi 5GHz and 2.4 GHz,V5.0,281 X 192 X 19.3 mm,1.065 Kg,Not Available,2.0 MP,,QWERTY with PrimeOS Special KB Shortcuts,No,,,1 Year Pick and Drop Warranty,Pick and Drop,Manufacturing Defects,Accidental Damage,,13990,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,,,,,,
